screen_name,id_str,created_at,coordinates,place,text,geo_location
Tori_Bedford,1154092529387749376,2019-07-24 18:14:35,,"Place(_api=<tweepy.api.API object at 0x10f0244e0>, id='dcc2334931ee6f8d', url='https://api.twitter.com/1.1/geo/id/dcc2334931ee6f8d.json', place_type='city', name='Dennis', full_name='Dennis, MA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x10f0244e0>, type='Polygon', coordinates=[[[-70.241626, 41.712796], [-70.168505, 41.712796], [-70.168505, 41.752574], [-70.241626, 41.752574]]]), attributes={})","Cape Cod is recovering from the tornado. Dan McDowell manages this property in Dennis, where a live electrical wire… https://t.co/168B3J2vAr",
titty_tornado,1154092512979460096,2019-07-24 18:14:31,,,@EPTrouble Always!!! 💜💞💜 https://t.co/daIlK8atzf,
WCVB,1154092498739965952,2019-07-24 18:14:28,,,National Weather Service confirms multiple tornado touchdowns on Cape https://t.co/oOGn5NUFxz https://t.co/kUuRVzQmHw,
shopmatrixuk,1154092492763148289,2019-07-24 18:14:26,,,"Nina Ottosson Dog Tornado Treat Puzzle Dog Toy by Outward Hound
More Info: https://t.co/kKneCN1p07

It’s fun. It fe… https://t.co/M1Jh60Tva9",
981CHFI,1154092424555302914,2019-07-24 18:14:10,,,"#FeelGoodStory-July 24 2019-Talk about a miracle! Belle, the family dog, returns unharmed, after being swept away b… https://t.co/Zo7muhjCOu",
Eddie_Hoenie,1154092379579678720,2019-07-24 18:13:59,,,@jsram311 @djknuepfer Things were ok till nature bombed us with a F4 tornado and insurance won't cover everything..… https://t.co/50PzMCUYZt,
Lddbabyy,1154092269403721729,2019-07-24 18:13:33,,,Cape twister: First tornadoes in half-century cuts through vacation towns https://t.co/l0AQpFtbKh,
EPTrouble,1154092255990468608,2019-07-24 18:13:30,,,"@titty_tornado Also, I'm hugging my monitor, can you feel it?🤗",
BostonGlobe,1154092253792673792,2019-07-24 18:13:29,,,Video: Man survives wild ride on sailboat while tornado blew through parts of Cape Cod https://t.co/TbQmgT6XJz,
ICLRCanada,1154092204492636160,2019-07-24 18:13:18,,,Slides from our latest Friday Forum are now available for viewing: 'Northern tornadoes project: Identifying every t… https://t.co/UbyAtkQtY4,
Lddbabyy,1154092097047277571,2019-07-24 18:12:52,,,"Aerial footage shows path of destruction left by tornado on Cape Cod – Boston News, Weather, Sports | WHDH 7News https://t.co/gU9AkhEs5N",
EPTrouble,1154092057616683014,2019-07-24 18:12:43,,,"@titty_tornado No Ann, don't fuck him! 😆 You are entirely awesome, he should have been trying to get to know you. Y… https://t.co/vFE8KSA1sP",
e_newsUS,1154091968823222273,2019-07-24 18:12:22,,,"Tornado hits Cape Cod leaving more than 33,000 residents without power - https://t.co/24XQdtXklL https://t.co/5wobkBfe73",
heystraykids,1154091888561070080,2019-07-24 18:12:02,,,"felix: can we go on the horse tornado
seungmin: that’s a carousel???
felix:",
tessju,1154091749888991233,2019-07-24 18:11:29,,,I remember Ragen and I were dating she brought me lunch at school on one Wednesday and the tornado sirens went off… https://t.co/GO5LOlscGV,
StormTours,1154091674991284225,2019-07-24 18:11:11,,,"August 05, 2015: Canadian Badlands Tornado Warned Supercells https://t.co/6i5cfOo2pw #stormtours #stormchasing #stormchase",
NewsGrit,1154091399257546757,2019-07-24 18:10:06,,,"Rare Tornado Thrashes Cape Cod, Causing 'Extensive Damage' #NewsGrit https://t.co/SHX51wICHB",
DHSWI,1154091315186941952,2019-07-24 18:09:46,,,From our partner @ReadyWisconsin. Be safe during storm clean up!. Be sure to wear #gloves and #boots to avoid injur… https://t.co/oLftjLKfiv,
titty_tornado,1154090999536209921,2019-07-24 18:08:30,,,"@EPTrouble Oh my beautiful land mermaid,I love you!😁but right? Fuck him! Lol I legit tried to get to know him at fi… https://t.co/UdX8FH6JAc",
FacilityONE_KY,1154090909690187776,2019-07-24 18:08:09,,,Intense summer weather was on display in Cape Cod this week when a tornado ripped the roof from a motel. Facilities… https://t.co/QR9qH8lfD1,
meanbobbymcgee,1154090886202105856,2019-07-24 18:08:03,,,@Kevin_P_Wright @LeonardRoxon One can hope that a very localized tornado rips through his office.,
rabbiepower,1154090817755074561,2019-07-24 18:07:47,,,Thousands remain without power day after tornado on Cape Cod https://t.co/JLGuHCbYQ9,
Hartford_NC,1154090282155032578,2019-07-24 18:05:39,,,Hartford News Travel Experts Offer Tips to Vacationers Heading to Cape Cod After Tornado https://t.co/mwVHP8vwQb https://t.co/AQ45hzEDCO,
BigPat31,1154090277801463808,2019-07-24 18:05:38,,,Tornado &amp; no power can't stop #Ansonia baseball alums from getting together in Cape Cod! #ChargerBaseball https://t.co/DzVVYxLeA9,
KimWBZ,1154090224382808065,2019-07-24 18:05:26,,,.@MassGovernor says he has 3 goals for tornado ravaged area of the Cape - 1) finding more equipment for debris remo… https://t.co/LBXjvtbkxu,
MatthewCappucci,1154090171962462224,2019-07-24 18:05:13,,,"Does this look familiar?

Just 24 hours off the Cape Cod #tornado, a similar mesolow with a similar apparent rotati… https://t.co/nYcOYr2Lo1",
EPTrouble,1154090164286869504,2019-07-24 18:05:11,,,@titty_tornado I don't like him. How can he not be in love with you?! He has some serious issues. You are too good… https://t.co/HOBUn9PeHd,
titty_tornado,1154090104396193795,2019-07-24 18:04:57,,,"that we do have so many of the same friends, the girl he dated is still one of my most loved&amp;respected friends. All… https://t.co/XlD3IeE7NF",
titty_tornado,1154090102693363712,2019-07-24 18:04:57,,,"Like an obvious tension. I've always enjoyed randomly ""hating"" things. Like the band Fall Out Boy... I hate them. B… https://t.co/cuMeIXaghl",
titty_tornado,1154090101019828226,2019-07-24 18:04:56,,,"I don't know why but I think it's funny... Maybe we're a lot alike &amp; that's why we've always clashed, but I don't t… https://t.co/IYutY1j0KA",
EmergencyMgtMag,1154090099489071104,2019-07-24 18:04:56,,,"Cape Cod hit by EF1 tornado, National Weather Service confirms https://t.co/cErDQwZcon https://t.co/jweKPMxIC1",
WCVB,1154089151077199872,2019-07-24 18:01:10,,,'Need more resources on the ground' Gov. Baker says about tornado cleanup https://t.co/jnYh4mRhym https://t.co/Bqc03mYH0j,
milesoffsidepod,1154089145482039296,2019-07-24 18:01:08,,,@FPLLens @FplRoundtable @6thGoal @fpl_tornado @FPLShark (But don’t actually stop. Our egos are very fragile),
Whiteside_CHC,1154089138444017664,2019-07-24 18:01:07,,,Is your mobile phone buzzing with weather warnings? These wireless emergency alerts save lives! If a Tornado Warnin… https://t.co/W663o5iNhB,
PatrickRockey,1154088887054217218,2019-07-24 18:00:07,,,TODAY'S storm threat. Warnings here --&gt; https://t.co/FGL6RNAcqm Track storms here--&gt; https://t.co/0D27PZvW9d… https://t.co/HCl7dQ335D,
ekendall2,1154088704404795394,2019-07-24 17:59:23,,,did this fucking tornado really have to hit the cape the one week i’m here,
SeketricBarnes,1154088364485816320,2019-07-24 17:58:02,,,"I'd rather deal with a real tornado 

Seriously",
titty_tornado,1154088295183204352,2019-07-24 17:57:46,,,"Have you ever had a nemesis, Or someone you just didn't get along with no matter what? There's this guy from my HS… https://t.co/YwLnFX3MoD",
