screen_name,id_str,created_at,coordinates,place,text,geo_location,text_count
ullnevanohiphop,1153522244536193024,2019-07-23 04:28:29,,,The Conway x eminem record is fire,,7
surshot13,1153522243626045440,2019-07-23 04:28:28,,,@ThemeParker104 I like the nba....or I did before my Thunder went on a fire sale. But when I go to Disney I have no… https://t.co/k1yaADmk1a,,25
HLocksDKicks,1153522236319588352,2019-07-23 04:28:27,,,"If you watch our Fire Promoter series, I have a question:

If I stopped zooming in &amp; out during the matches, would… https://t.co/I2wBc5AClx",,23
jeongguklq,1153522233081520128,2019-07-23 04:28:26,,,@jimnsluv i hear fire omg,,5
funsizestace,1153522231399501824,2019-07-23 04:28:26,,,I finally got new batteries for my fire stick remote. My life is changed.,,14
Jsizzle996,1153522229822525440,2019-07-23 04:28:25,,,I’m gonna fire my leasing office the fuck up in the morning...,,12
dwass34,1153522228404924416,2019-07-23 04:28:25,,"Place(_api=<tweepy.api.API object at 0x000002C01AF33C18>, id='222efb7ee8b98c58', url='https://api.twitter.com/1.1/geo/id/222efb7ee8b98c58.json', place_type='city', name='Elmhurst', full_name='Elmhurst, IL', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002C01AF33C18>, type='Polygon', coordinates=[[[-87.9691933, 41.8477693], [-87.915373, 41.8477693], [-87.915373, 41.9316796], [-87.9691933, 41.9316796]]]), attributes={})","@ESPNChiCubs Stop with the lob ball questions Jesse, why Strop?  This team should have a 10 game lead. Theo knows,… https://t.co/DipD7SGQo4",,21
Hiram_Martinez,1153522227951935488,2019-07-23 04:28:25,,,@DavidBegnaud Looks like when the police launched tear gas it fell into a car and that caused the fire #RickyRenuncia,,20
missdesaster,1153522225888321536,2019-07-23 04:28:24,,,i wanna set myself on fire https://t.co/qGfS9Y26fq,,7
FullMetalYoukai,1153522225368186885,2019-07-23 04:28:24,,,"I find it very impressive that, in an unprecedented turn of events, for the past few weeks the Fire Emblem communit… https://t.co/Pw9ZfKA5vt",,22
artcorecoil,1153522223023607813,2019-07-23 04:28:24,,,@Killer_Draco UHHH like most ice &gt; fire combo,,8
eNCA,1153522220888723458,2019-07-23 04:28:23,,,"Millions spent on Estina farm equipment, Zondo Commission hears https://t.co/x8Lb0vlQxo",,10
SpotlessMindSIU,1153522218598637568,2019-07-23 04:28:22,,,Pretty good! I need to catch up on more Ingrid Bergman because that last act is absolute fire! https://t.co/gTHBtUtx7o,,19
namenotimportnt,1153522199329832961,2019-07-23 04:28:18,,,"Some niggas get lost in the fire, some niggas built from it",,12
brumbyoz,1153522196590895105,2019-07-23 04:28:17,,,An Indian man set himself on fire because he didn't get to live in Australia. Also Australia has never spent on a rocket to moon.,,25
lwtfeast,1153522196175867904,2019-07-23 04:28:17,,,"DIANA 
LET ME BE THE ONE TO
LIGHT A FIRE INSIDE THOSE EYES https://t.co/gTSnwzgLYr",,14
duckqueen112873,1153522195810983936,2019-07-23 04:28:17,,,"I AM DIVINE ETHER....I AM DIVINE CONSCIOUSNESS, FIRST BEFORE THE FIRE AND THE EARTH....IT CAN BE SEEN, MY WILL, THR… https://t.co/IzlQCcqsaJ",,21
Bygoned,1153522188642856960,2019-07-23 04:28:15,,,@PublicProtector I think 🤔 she should go and fire 🔥 all her advisers including the Person who run Twitter Account.,,20
SportsChatt,1153522185438420992,2019-07-23 04:28:15,,,"Ben Rebne started the 2019 Chattanooga Choo Choo Invitational golf tournament Monday on his home course, Council Fi… https://t.co/LYTC0AKtmL",,19
gochaita,1153522182103982080,2019-07-23 04:28:14,,,@needacoin wire. mad men. boardwalk empire. halt and catch fire.,,10
dvamons,1153522179277033472,2019-07-23 04:28:13,,,I just got result 'Black Eagles' on quiz 'Fire Emblem Three Houses: House Decider'. What will you get? https://t.co/4Zcf4rABf8,,19
JessyMichele,1153522176760393729,2019-07-23 04:28:13,,,Grateful for the first responders quick work towards containing this fire in Napa tonight. https://t.co/g991zTYJ9j,,15
saoirsegobragh,1153522175707533312,2019-07-23 04:28:12,,,"@Nick_brown2056 @iansmadrig @NBCNews Yeah, “lol” at the idea of murdering millions with nuclear fire. 😑",,15
KJanton,1153522165268041730,2019-07-23 04:28:10,,,@AveDeFuego29 @TrumpetGuapo And Fire’s fan base has been in decline for years and it will continue to be awful for… https://t.co/YLmflsge3K,,21
Ibutcher5,1153522164240400384,2019-07-23 04:28:10,,,"@KaisarDragon @Jojeification @Rockprincess818 @realDonaldTrump @foxandfriends Guess what , jackass not the same thi… https://t.co/Cv260Y3mDK",,14
AndyVermaut,1153522160641593344,2019-07-23 04:28:09,,,South Korean jets fire 'warning shots' at Russians https://t.co/BZAw0MIAXh https://t.co/JuahzfIQZK,,10
Chorchilastic,1153522157487644677,2019-07-23 04:28:08,,,You got the fire in your soul,,7
MissParisi_,1153522156224991232,2019-07-23 04:28:08,,,Kill it with fire https://t.co/VlWGSsSH3p,,5
scsuhockey10,1153522156203999233,2019-07-23 04:28:08,,,@tennesseejc Worst part is the slime bucket Cantu won money he’s for sure in my top 5 poker players I hope gets aid… https://t.co/OsagwT4ccQ,,24
Winners786,1153522154085875712,2019-07-23 04:28:07,,,"@AlexSavidgeKTVU @HeatherKTVU @KTVU Brush fire in wine County #Napa , I remind me of  last year's disasters",,17
RGC_BPPA,1153522152366333952,2019-07-23 04:28:07,,,"I guess they would rather that Sanders simply fire everyone and hire a whole new staff at less than minimum wage, o… https://t.co/gxyAEjC3hI",,23
TomLackey36,1153522149409169408,2019-07-23 04:28:06,,,Santa Clarita Remembers The Sand Fire Three Years Later https://t.co/UsZs0sEeiw via @KHTSRadio,,12
kaywickertweets,1153522137937956864,2019-07-23 04:28:03,,,"@ExtravaStanza I knew it was fire, that makes sense for you.",,11
boma23,1153522134251122689,2019-07-23 04:28:02,,,We should fire Joe Maddon for using his 8th inning guy. I’ve seen it all now https://t.co/2wdx74Dux0,,17
10969_oor_bot,1153522117557702656,2019-07-23 04:27:58,,,"Spitting gas on the fire
That's burning this town
Pieces really conspire
We shut'em all down

【Suddenly】",,17
JohnFlynn97,1153522113829134336,2019-07-23 04:27:57,,,Actual serious thought. Jeff Fisher could coach the Giants next year if they fire Pat Shurmur. Yikes.,,17
groovescapes,1153522112151326720,2019-07-23 04:27:57,,,@EliotRahal a few weeks ago i played 'fire lake' on repeat for an afternoon,,14
_MAIYAonfire,1153522104882651137,2019-07-23 04:27:55,,,I have a fire headache!!! 🥴,,6
nightmarenasty,1153522094942117893,2019-07-23 04:27:53,,,shangri-la is a fire show,,5
Kroissant4,1153522092043898880,2019-07-23 04:27:52,,,72 HOURS = 3 DAYS LEFT UNTIL FIRE EMBLEM THREE HOUSES IS HERE. WE CAN DO IT!! ALMOST THERE TO THE FINISH LINE!! https://t.co/VthKCfgppu,,24
Camz99,1153522088956899328,2019-07-23 04:27:52,,,South Korean jets fire warning shots at Russian planes after airspace violation https://t.co/iJt8UN8Hv7,,13
ANGELlDROID,1153522084695412737,2019-07-23 04:27:51,,,"@SilkSpitter a showoff, indeed ! she ends up shooting the spider a glare while gripping her throat. her eyes roll i… https://t.co/ee7hMJMARB",,22
SupportingLord,1153522084464738304,2019-07-23 04:27:50,,,@GrimlealDaddy You know very well no one is handing the Fire Emblem over to you. Let’s work something else out.,,20
makemetime,1153522082724102144,2019-07-23 04:27:50,,,@SlanderOfficial @shadient @Excision @spacelaces Fire,,5
MrDusty1,1153522078844194816,2019-07-23 04:27:49,,,"So nevada just decided to save up all of fire season and drop it on us in 1 night? Let's go. I got @Skittles,… https://t.co/HMroOUr8d5",,25
josephcarter235,1153522078517202944,2019-07-23 04:27:49,,,Need To Finish That Mixtape? @machebeats Got Them Fire #Beats For You! https://t.co/bXglcfoKbn #Hiphopbeats #Ineedbeats,,15
merribright,1153522074301935616,2019-07-23 04:27:48,,,"Museum Fire near Flagstaff grows to 1,800 acres after evacuations ordered https://t.co/c8zPApBIkP",,12
LadyAnnatar,1153522068790661120,2019-07-23 04:27:47,,,Mairon: *his eyes flash with the internal fire of his spirit at this news* /That/ is verily a most vile affront. *w… https://t.co/tEY484Cs53,,23
Two_Stacks,1153522065250619394,2019-07-23 04:27:46,,,@ImSoDallas @SK4NO That shit IS a fire turn tho.,,9
artcorecoil,1153522065162559488,2019-07-23 04:27:46,,,"@Killer_Draco fire... cook the food and keep u warm. it's valid, 

WELL not that its necessary but for most times i… https://t.co/RooO36LtbU",,22
dddddansnyder,1153522058359431168,2019-07-23 04:27:44,,,"@ConEdison My block is still dark in Clinton Hill from an underground electrical fire, obviously due to an aging an… https://t.co/O1gZlEhube",,21
BeBraveBeHumb16,1153522051367538694,2019-07-23 04:27:43,,,Fire !? #MGMAVOTE #EXO @weareoneEXO,,5
subhayogamhyd,1153522050293649409,2019-07-23 04:27:42,,,"Predicting or foretelling is totally dependent on the four elements of astrology FIRE, EARTH, AIR, and WATER since… https://t.co/uoaVGBDK6J",,19
GHXSTWES,1153522048855171072,2019-07-23 04:27:42,,,The fits I’d get off in these... y’all know yellow look fire on me too https://t.co/bFKF0CDYmN,,16
murffyslurtz,1153522037563908096,2019-07-23 04:27:39,,,@CeeWonX Lighting the world on fire with friendship https://t.co/KkUuQslMO4,,9
KeonJsteele,1153522020577161217,2019-07-23 04:27:35,,"Place(_api=<tweepy.api.API object at 0x000002C01AF33C18>, id='8173485c72e78ca5', url='https://api.twitter.com/1.1/geo/id/8173485c72e78ca5.json', place_type='city', name='Atlanta', full_name='Atlanta, GA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002C01AF33C18>, type='Polygon', coordinates=[[[-84.576827, 33.6475029], [-84.289385, 33.6475029], [-84.289385, 33.8868859], [-84.576827, 33.8868859]]]), attributes={})","While Stephanie and Audrina are going back and forth, Justin is actually talking about their friend who could die i… https://t.co/WPXjWlTLxC",,21
nypost,1153522011257413633,2019-07-23 04:27:33,,,Police fire tear gas at protesters calling for PR governor to resign https://t.co/2P6zGBpPUU https://t.co/9AWAPiTI96,,14
mkaylanelson,1153522010443698176,2019-07-23 04:27:33,,,I can’t choreograph for shit but Austin really needs a fire heels class,,13
Masood_RulezB,1153522010376589312,2019-07-23 04:27:33,,,@imrahul_03 @LycaProductions October fire,,4
LlamasNathaniel,1153522010279968769,2019-07-23 04:27:33,,,You just don’t give a fuck about Bay Area do you? This line up is stupid fire https://t.co/YVNPRTOx0B,,18
